id,歌曲名,评论内容,点赞数
5308028,My Soul,好多空间狗都拿来当背景乐，我现在一听就感觉在逛空间哈哈[大哭],46557
26508240,梵高先生,今天是逼哥深圳演唱会。一个月前，我就订好了南京到深圳的飞机票和 880 元的演唱会门票。昨日，行李都收拾好了，可我母亲却在南京的家里重感冒了。昨晚，我取消了航班，把门票塞进了抽屉里。病床前母亲问我遗憾吗。我道，固然遗憾，可是妈，我爱你呀。逼哥说我们生来就是孤独，所以，就用一辈子去爱吧,46557
27747330,被驯服的象,别人的大学那么舒服，为何我却要天天呆自习室看书，仅仅为了不挂科。有时候想想也真是想放弃，想放纵。但既然选择了医学，就必须付出比他人多的多的努力。因为，健康所系，性命相托💪💪💪,46501
410801653,啷个哩个啷,所以不要天天自虐喊着单身狗 你也可以当个高傲的大犀牛 享受单身生活[憨笑],46499
29966565,Love Me Like You Do (From ''Fifty Shades of Grey''),你们说的五十度灰是不是柴静讲雾霾的那个视频[外星],46469
25731320,男孩别哭,做数学题听棒呆～身为高三狗最近喜欢一个男孩子，心烦死了，特别影响学习。男孩别哭，我不再烦你[生病],46434
29307038,Centuries,第一、二、五掌骨骨折，断端轻度移位，桡骨远端骨折内固定术后，断端对位尚可，内固定良好，尺骨远端骨折，对位尚可！看到封面自动就想到了,46260
22730069,朧月,大一时候追的女孩子，一起散步时候来了电话，铃声就是它。后来黄了，一直觉得是因为这首歌让她发现了我死宅的身份╮（╯＿╰）╭,46247
29947420,Fade,听这曲子千万不要念这段咒语[口罩]12345678.22345678.32345678.42345678.[惶恐],46238
185878,夜的第七章,3分钟以后，钢琴和弦乐的编曲 完爆有史以来所有流行歌曲  我话就放这了 谁不服你TM来打我！,46220
421423806,小半,有多少人为了这首小半，买了整个专辑。,46211
22660279,Nyan Cat,【实名反对排名第一的评论】这首歌的BPM应该不到200，然后所有的【喵】基本都符合4/4拍，按照200BPM计算，200BPM*4/4拍=800 Beats/分，也就是最多800个【喵】每分钟，这首歌不到4分钟，按照4分钟计算，这首歌绝对不超过3200个【喵】,46008
408332864,Lose Yourself (Markino Faded Remix),就在刚才、这首歌阻止了我想看A片的冲动。[大哭][大哭][大哭],45970
36990266,Faded,这歌真的很适合在车上听，特别是大清早在马路上驰骋，感觉整个世界都是自己的！！但是到了中午就没那么合适了，毕竟自行车在马路中间还是挺碍眼的,45919
26402069,上心,听了这首歌的笫二天我就被甩了，[大哭],45701
27955653,你还要我怎样,听了很多遍也没有经心，下的时候也是因为一些啼笑皆非的理由，只是昨天在自习室背书的时候觉得旋律很合适，就单曲循环了起来，直到听到那一句【有一天晚上 梦一场 你白发苍苍 说带我流浪 我还是没犹豫 就随你去天堂 】一个激灵抓起手机仔仔细细的看歌词，趴在没有人的自习室痛哭出声。,45661
355992,追梦赤子心,“吾辈亲历战斗，幸而生存者亦垂垂老矣，实不忍令维护国际正义保卫人类和平之神圣使绩就此泯灭，浴血奋战壮烈捐躯之忠魂无所归依”中国远征军10万忠魂长眠缅甸半个多世纪，2015年4月9日遗骸发掘工作正式启动，欢迎英灵回家！充满鲜花的世界到底在哪里？他们是最早那批踏上征程的先驱！赤子之心肝脑涂地！,45644
28285910,岁月神偷,枕在奶奶腿上听这首歌，奶奶七十多，像个好奇宝宝一样用手指小心地划着我的手机屏幕，看看歌词看看封面，把手机凑近耳朵听。时间是让人猝不及防的东西。,45522
28828076,Where Is the Love,因为网易云 我预备结婚要放的歌已经满到溢出来了。可能要结两次婚了………………,45403
37653063,Please Don't Go,原来是卡了....,45399
32019002,Beautiful Now,全套歌词都是我上传的，包括中文[吐舌],45281
306664,身骑白马,听成改换素衣回东莞的点个赞,45274
408332864,Lose Yourself (Markino Faded Remix),你，，骗我。,45235
406475394,Wonderful U - Demo Version,谁第一个提的换气声有点大、这下听到的全是换气了、大爷的！！！[生病][生病],45143
69827,太多,《乌龙闯情关》，看过的请举手👻,45122
3413895,Liekkas,网易是中国最好的音乐软件  力挺,45039
29436904,南山南,循环了很久，在猛然听成“如果天黑之前还来得及，我要挖了你的眼睛”之后，我就没法好好听这首歌了[晕],45024
186014,以父之名,对音乐没想象力的人是写不出这样的歌的，我一直认为周杰伦的音乐是相当超前的，这个超前值得不仅仅是对于华语流行，而且包括欧美那边，几十年后再听周杰伦的歌，抛开回忆不说，你会没有发现毫无时代感，没有就像你现在听80年代流行歌曲的那种浓重时代感,44983
32507038,演员,越來越走心了！其实感情最怕的就是拖着……好戳心[心碎],44981
419250051,IF You & Faded Remix,if you是她喜欢的歌，faded是我喜欢的歌，虽然歌能混在一起，但人却不能在一起[心碎],44909
38392240,惊天动地,本命年，2月出成绩考研英语差一分，3月奶奶去世，4月论文被无厘头二辩，5月相恋四年男朋友出轨分手，6月妈妈得癌症住院化疗，7891011月照顾妈妈，11月爷爷去世，我抵抗力下降太多被感染水痘，全身全脸全头都是水痘，12月姐姐宝宝出生，一切在慢慢起好来，我还活着一定要惊天动地,44863
167827,素颜,我不会告诉你们女声是我初中同学,44800
19711382,New Soul,封面的ps痕迹一点也不明显,44650
27588470,Sleepyhead,我翻遍所有搜索引擎，终于找到这首sleepyhead的背景故事，应该是出自《尼伯龙根之歌》大约作于1200年，作者为某不知名的奥地利骑士。分上下两部，讲的是尼德兰王子齐格弗里德早年曾杀死巨龙，占有尼伯龙根族的宝物。他爱慕勃艮第国王巩特尔的妹妹克里姆希尔特并向她求婚。希望顶上去让大家看到,44559
28830410,Life,喜欢tobu的风格～有没有喜欢tobu、Avicii、Alesso这几个风格的小伙伴呀？互粉燥起来呀～！土嗨请走开～,44550
4940920,Butter-Fly,还记得最后帽子飞的场景吗，真是眼泪一下子就出来了。[流泪],44522
433681259,24K Magic,别看mv很骚，火星本人蛮低调的，上次和他喝酒，杯子总是压的很低,44426
5179544,You're Beautiful,看着班主任…,44373
247172,二十岁的某一天,二十岁的某一天，我花了80块坐24个小时的硬座到北京去找她。我走的那个晚上，晚上，她要吃火锅，我低着头不说话。我开不了口，就说我喜欢吃拉面，就身上仅有的十块钱，买了两碗兰州牛肉面。走的时候，她取了300快塞到我兜里。后来，她去了美国。三十岁的某一天，已经6年没见，我再也想不起她的脸……,44351
27506733,Oh Father,脸受伤后害怕老妈发现，晚自习回家，我悄悄问老爸‘我脸青没？’，他亲了我一口，说‘亲了。’,44299
65126,红玫瑰,"也许每一个男子全都有过这样的两个女人，至少两个。娶了红玫瑰，久而久之，红的变了墙上的一抹蚊子血，白的还是""床前明月光""；娶了白玫瑰，白的便是衣服上沾的一粒饭黏子，红的却是心口上一颗朱砂痣。 ——张爱玲",44291
41500546,China-X,诸君，向外国电音拔剑！,44289
2061739,Immortal,爸妈，对不起，原谅我的不辞而别。我只是在床上听了这首音乐，感觉地球有灾难了，我必须站出来了！,44194
376417,一生有你,高中时迟到必须罚唱一首歌，为了唱这首歌给那个女孩听，我故意迟到过[大哭][大哭],44131
347355,情人,听了邓紫棋在跑来听家驹的。觉得还是家驹的好听…[哀伤]告诉我不是我一个人觉得,44073
26625301,Pacific Rim,每天上班路上听这个，总会产生一种莫名其妙的使命感和责任感…有种要去拯救世界的感觉→_→原谅我这万年不愈的中二病(#ﾟДﾟ),44065
26060065,Counting Stars,注意翻译的，可以去看看Coldplay的Viva la vida，那个翻译也是杠杠的，比原文都还好，感谢这些翻译者.但是有一点，我们是听歌的吧，怎么把注意力全部放在翻译上😂😂～没办法，翻译盖过了歌词和歌曲,44063
149297,夜的钢琴曲五,难得国人能创作出这么卓越的钢琴曲，而且还是一个理科生。,44017
27955658,方圆几里,之前听着这歌时S4被偷了，真的要注意方圆几里！！！,43942
29307041,aLIEz,一听这首歌就想到霍元甲，秒懂得请点赞^_^～[大哭][大笑][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭],43933
417250561,不该(with aMEI),周杰伦能拿格莱美，话就放这了你们同意吗～,43843
26199445,The Phoenix,七夕听这个 感觉出门能砍十对情侣,43806
33937527,PneumaticTokyo,写证明四边形是平行四边形，听出这首歌歌词: 平行四边行x3   四-边-行   平行四边形x2   平行四边形-形-形   平-平行四边行   平行四边形x2   四边行   平行四边行x2   平行四边行-行-行   是个四边行x2   平行四边行-行-行   是个平行四边形…,43733
28978321,逆流成河,昨天，坐在去往新疆的火车上，马上就要到站了，突然一个电话告诉我父亲离开了人世，我今年22岁，在火车卧铺上捂着被子抱头痛哭，现在在新疆机场准备回家看父亲最后一眼。听着这首歌泪止不住的落。想问你双手是否温热~等我回去吧父亲。[心碎],43731
1934649,Shape Of My Heart,《这个手刹不太灵》,43719
27552544,《西游记》(86版)片头音乐,最爱里面那段女声吟唱·····仙气十足，却无半点娇嗔·,43651
28793502,后会无期,听了第一句果断点叉叉关掉。妈的太不吉利了，哥跑船的。,43531
65538,好久不见,我来到你的城市，你却不管饭吃。。。你会不会忽然的出现，在街角的挖掘机上面,43464
3935139,Breath and Life,高冷的英雄从不看身后的火焰！客人你的蛋炒饭来了。。。。,43453
4175444,Brother Louie,亲爱地，小妹妹，请你不要不要哭泣…[这边][这边][跳舞],43430
18611643,I'm Yours,半夜听歌抖的停不下来，下铺扔了一包纸巾上来[大哭],43354
785902,云流れ,强烈建议网云将部分纯音乐的歌词设为音乐简谱，那样就太完美了[憨笑][憨笑]同意的童鞋请点赞。,43278
29535483,"Immortals (End Credit Version) [""From ""Big Hero 6”]",看了大白之后 我终于有了充气的男朋友啦！,43263
27808044,丑八怪,这唱腔这曲子简直了李荣浩,43240
28577876,Pop Danthology 2012,NO.1  Maroon 5 feat. Wiz khalifa -payphone    NO.2  The Wanted - Glad you came.    NO.3 Flo rida - whistle   No.4 chorus:gym class herose feat .neon hitch - ass back home   No.5   Usher - Scream   No.6    Ellie goulding - lights   No.7   Jennifer lopez feat. Pitbull - dance again,43214
32628933,孙大剩,大晚上把自己听哭了。一个人在温州打拼，大学毕业三年了，一直从事建筑行业，今年失业了，准备考公务员，有个谈了五年多的女朋友在西安，等着我去娶她，然而，自己26了，没有好的爹，好的背景，农村里走出来的孩子，一切都在白手起家。未来的路好艰难，曾经感觉自己真的不可一世，如今，越来越觉卑微,43121
18836961,Stay Here Forever,难不成幻想葬礼放什么吗…,43067
857896,A Little Story,网易云真心是懂音乐的工程师为爱音乐的人奉献的诚意之作，必须大赞！,43048
30854966,Masked Heroes,我妈说，你电脑卡成这样还听啥歌！[流泪],42918
29431066,奇妙能力歌,我听过一万首歌，看过一千部电影，读过一百本书，却从未俘获一个人的心,42840
4224657,Apologize,暖...爱...哎.. 哦 红的辣牛肉 根本忒肥 欧富 光让.. 黑屋我吃谁 八懂 这斯看 没克赛哦 油条米 辣翅米面 问你跟我看没到 甭喂吃 油条米辣翅 骚瑞 递你辛克他 勿让 谁诶~~ 辣的吐雷 凸雷凸 菠萝寨丝凸雷 啊噻的 凸雷凸 菠萝寨丝 凸雷,42777
29534449,Unity,人声是整首歌的败笔啊！,42757
35403523,陪你度过漫长岁月,如果有一天，我有机会碰上喜欢的男孩子，愿意一起过一生的男孩子，就用这首作婚礼背景曲吧。关于爱情，关于婚礼，我什么都想好了，你要快点出现才好。[星星],42749
94639,相依为命,看演唱会live版，陈小春对应采儿一脸宠溺的笑容，看醉了。,42670
186119,简单爱,我和她高中认识，每天夜自习故意和她同一张课桌温书，然后一人一个耳机，那时候还是唱片机，放着范特西，叶惠美，八度空间，整个夜自习我和她都不说话，然后一起在校园散步，那一年我们在一起了，经过四年的大学生活，异地恋。2014年，我和她结婚了，今年我快做爸爸了，现在打字眼睛湿湿的。,42607
185821,最长的电影,再给我两份葱，让我把鸡翼煎成饼[大哭][大哭],42571
386844,杀死那个石家庄人,多数人25岁就死了，一直到75岁才埋。可我不愿意这样,42514
29436904,南山南,写歌的人假正经 听歌的人最无情 人要是矫情起来 听什么都像在唱自己,42448
36308916,Monody,前奏杀猪,42381
3950546,It's My Life,大学过的最辛苦的时候，和妹妹在金凤呈祥打工，每天这首歌都要听几十遍，听了一个多月。结果就是已经刻到骨子里了，也不是觉得多好听，但每次听到，都会发呆，想起以前一天打两份工，吃一星期白水挂面的日子。更提醒我要对妹妹好。这首歌，这辈子是忘不了了。。。,42288
1297650,Love the Way You Lie [Clean],英文十级 实力翻译[大哭][大哭],42240
34779260,中二也要弹钢琴,这里是我的原创专辑，希望能给大家带来回忆中的二次元，童年的童真，还有工作几天闲下来的安逸与舒适。,42224
346576,光辉岁月,旋律一响起 就是经典,42129
186001,七里香,随机到这首歌时真真切切得有种时光倒流的感觉。仿佛又看到10年前那个懵懂的自己；那个面对西瓜地，背靠屠宰场的乡下市重点；做过不称职的班长，那些记得不记得的同学；为了存钱买游戏吃了很久的方便面，那个惊呆的宿管大叔等等。那时并不喜欢Jay，可现在却发现听来格外亲切和怀念，只因为那就是青春。,42115
586299,風の住む街,30秒二胡出场带出高潮，果然二胡才是悲鸣之王…与钢琴不同，钢琴虽悲，缺少一种极致之感，这点二胡永远胜之…,42047
413812448,大鱼,从初中开始等大鱼海棠，现在，我准备高考了,41965
4224657,Apologize,记得有个同学叫涂雷，每次广播放这个总是很喜感..,41943
2740360,The Hampster Dance Song,日推推到这首歌的都不是一般人,41872
27969800,Soldier,现在我的手机是一首中文歌都没有了,41818
65766,富士山下,有些人觉得评论装逼矫情，却不知道他们用了多少气力把情伤写成看似平淡无奇的句子。可以不懂，但还请不要妄自评价好坏。,41781
413812448,大鱼,我看日漫，但我不舔日，我看日漫是因为国漫没有吸引我的好作品，但出了优秀的国漫我就一定支持。我个人没办法理解无脑喷和跟风黑的人，在我心中，中华文化就是最深远意境的，就算现在社会越来越浮躁，也不能否认这一点。,41766
31814005,Are You OK,猴王怒耍恒河猴,41761
38019092,Lifeline,我是一名偏侧肌肉萎缩患者，我想活下去,41679
29553031,Sky (Radio Edit),网易云加个频谱功能吧 听电音会更带劲儿[拜],41652
27876900,Here We Are Again (《喜剧之王》插曲),我初二上了不到半个月就辍学了！去工厂上班，我总是把简历填成高中学历，就是怕别人不要我，曾经为爱执着，为工作起早贪黑。打工十年！闯了十年.拼了十年.十年梦想破灭.十年一事无成.十年挥洒青春。,41577
186016,晴天,半夜听着周董的老歌，看着大家的评论，满满的回忆。,41519
27588470,Sleepyhead,别人睡出了王子，我们睡成了胖子[撇嘴][撇嘴][撇嘴][撇嘴][撇嘴][撇嘴][撇嘴][撇嘴][晕],41491
36895537,采茶纪,小正太即视感，还是这张专辑，继续古风吧~谢谢双笙演唱，温莨词作，独角鹿的海报[色],41474
4164331,Bye Bye Bye,月初买东西我就buy  buy  buy 月末吃泡面我就cry cry cry,41465
4061364,Primetime-sexcrime,我靠这歌居然不叫耶耶耶耶耶,41372
5308028,My Soul,高中的时候在校园广播里听到这首歌，自言自语的说这是什么歌，真好听，那时候暗恋的男生回头告诉我，快乐还是忧伤，几乎从来没有过交流的两个人，就是因为这个曲子，虽然后来也没怎么说话，可是现在想起来，感觉真的很微妙，很想回到高中时代，回到大家坐在一起有目标奋斗的时候，现在，你好么....,41351
28756834,All About that Bass,问题是唱这首歌的小婊砸越来越瘦了[撇嘴][撇嘴][撇嘴][撇嘴][撇嘴],41297
27583305,Here With You,旋律和Glad You Came一样,41277
33035577,Forgettable,借微博里面一句话：别让批评抹去了你内心的声音[憨笑],41191
418603077,告白气球,很好 这很杰伦！,41180
28308080,Me and My Broken Heart,烂大街的不一定是好歌，好歌不一定烂大街,41155
30953009,See You Again,纪念保罗沃克[哀伤][心碎][心碎]永远的速度与激情。那年那个能用微笑征服世界的少年。走好。。不忘11.30。,41101
5240550,北京东路的日子,多希望有一天突然惊醒，发现自己在高三的一节课上睡着了，现在经历的一切都是一场梦，桌上满是你的口水。你告诉同桌，说做了个好长的梦。同桌骂你白痴，叫你好好听课。你看着窗外的球场，一切都那么熟悉，一切还充满希望...,41076
408814900,借我,杀死庸碌的情怀 人怦然心动如往昔 纣王老胡到此一游[憨笑],41025
4102682,Long Lost Pen Pal,年轻时我想变成任何人，除了我自己。,40922
165340,有点甜,为什么会觉得现在这年纪，喜欢听这种歌是一件很不好意思的事，噗~~~,40899
19945735,Demons,感觉好歌给我的冲击就是能感觉看了一部经典的电影。,40841
29482234,Maps,不停的给我推荐这首歌，我都说了不喜欢了，于是她就不停的推荐换个人唱的。。。我竟然喜欢了[大哭][大哭][大哭],40785
35528482,一半,反正我觉得它比演员好听.... ,40764
35678973,非正常励志歌,我爱你们，感谢一路有你们陪着我走下去。[拜],40757
22782025,美しきもの,说你把爱情给了谁的站出来[惊恐],40730
29431066,奇妙能力歌,一首普通的民谣而已，听了1000多遍没觉得多么特别的,40722
29850531,不找了,有个姑娘说，你听的歌都太矫情，我说，你一定是爱情里被爱的那一个…,40720
27759600,Five Hundred Miles,旋律写着流浪，歌词写着忧伤，听着就像走在旅行的路上,40708
5093684,Just the Way You Are,哪个男的唱这首歌给你听，就嫁了吧,40694
29567191,三十岁的女人,我希望她三十岁没嫁 我也不希望她三十岁没嫁,40680
584155,いつも何度でも,对对对，感觉像是我侧躺在女盆友的腿上，然后她在给我唱！不对！我也是女的[大哭],40584
2313544,Axel F,我觉得这歌好像是小黄人唱的[汗],40524
276936,阴天,莫文蔚的阴天 孙燕姿的雨天 周杰伦的晴天 总有一款适合你！,40516
27556211,All of Me,“你知道深爱一个人是什么感觉吗”“就像房间里黑了你不是先去找灯，而是先去找他。”,40315
28577876,Pop Danthology 2012,哎！应该把鸟叔那点剔除掉，那就完美了,40302
63650,独家记忆,今天，我应约去见你，去之前试了两个小时衣服，甚至连内衣都换成配套。见到你那一刻，并没有想象中的失望或者激动，只觉得本来小小的心突然被扩张得好大好大。七年了，I`ve never stopped loving you，我从未停止爱你。,40215
29947420,Fade,亲眼目睹Fade从1200的评论飚到27000+的评论，是的，我们是时代的见证者。,40191
185809,彩虹,高一那年，暗恋一个女孩，她说她最爱听彩虹，我就反复练习，终于等到一个机会，在电话里唱给她听，于是就答应和我在一起了[憨笑],40168
139774,The truth that you leave,有一年在地铁上一个人那天下雨被淋湿透了.我记得那节人鲜少我旁边坐了一个由妈妈带着的小姑娘她递给我一只耳机说shall we？临下车是我问她这首歌来自谁她告我是pianoboy我用了一个晚上听完pb所有的歌找到了这一首.我和那个女孩有99%的可能不会再相遇但我大概永远不会忘记她对我说shall we 时纯净的眼神,40166
31421442,アイロニ,アイロニ    打不出名字的快抱走٩(•̤̀ᵕ•̤́๑),40153
5179544,You're Beautiful,世界上只有三个人夸你漂亮，你爸你妈还有james blunt,40115
25906124,不要说话,好听！想起了我的高二，我用我女朋友的昂达MP3听的，现在想起来还是暖暖的。如今7年过去了，她也马上要变成了我老婆~[惊恐],40077
2700056,Je m'appelle Hélène,想到当初跟一个法国盆友说很喜欢这首歌，结果人家说这首和你们中国的村里有个姑娘叫小芳差不多*罒▽罒*,40070
29567100,眉间雪,网游到最后就是。守着一个尸体帮。守着一排永远不会再亮的好友列表。守着他们说好的，等这段时间过去，闲下来马上回来继续陪你掉节操秀下限。突然，回望这几年的江湖路。那些来来去去的人都已不在。那些你爱过恨过的人已变成过往。如斯寂寞。把号停在你一个有特殊意义的地方，然后离开。义无反顾。,40022
29732659,This Is the Life,大学上自习课，把书扔一边，带着耳机听着这首歌摇头晃脑的，旁边的一个女生看到了笑的不行了，然后递给她一个耳机，后来她成了我的女友，一直到现在，我们的手机铃声都是这首歌,39988
33911781,secret base ~君がくれたもの~ (10 years after Ver.),未闻花名，但知花香,39976
26060065,Counting Stars,网易的歌词翻译让整个歌的意境上了一个档次。,39884
19945735,Demons,封面给我一种纪念碑谷的感觉,39800
3986017,Viva La Vida,自从给我们家狗狗听完vlv，它在后街打架再也没输过，鼎盛时期，后面跟随它的大小狗狗不计其数。现在它老了，在夜深时间，它会独自爬上楼顶，哼唱着这首歌“I used to rule the world 大千世界曾由我主宰”,39724
65538,好久不见,跟她分手一年了 一直想再偷偷看她一面 每天都会有意开着出租车去那条路 始终没遇到过 今天早晨开着出租车依旧习惯开到那条路 看到不远处有个女生对着我开的出租车招手 是她 样子没变 扎着马尾 我把车停下来了 她开门看到是我 时间凝结了三秒钟 她把车门合上了没上车 我也只是对着后视镜说了句 好久不见,39701
208902,红色高跟鞋,当初喜欢一个女孩子，不敢表白，最后和另一个女孩在一起，后来知道那个女孩也喜欢我，呵呵，疯狂却怕没有退路,39680
32192436,绅士,丑八怪到绅士，变化这么大，怎么还是在唱备胎-_-,39588
149297,夜的钢琴曲五,理科只是选择，气质已经注定。[圈],39565
209326,旅行的意义,那些个民谣（包括人民摇滚），太穷，动不动就唱北戴河、秦皇岛、安和桥。我就喜欢陈老师，你品尝了夜的巴黎，你踏过下雪的北京，你拥抱热情的岛屿，你埋葬记忆的土耳其，你累计了许多飞行，你用心挑选纪念品，你收集了地图上每一次的风和日丽。听着，就有钱。,39529
2313544,Axel F,我就知道，自从我收藏了那啥小鳄鱼的歌之后，一切都不一样了[大哭],39456
28288505,涩,一开始爱听周杰伦，后来陈奕迅，现在是民谣……和我一样的点赞。,39394
415792881,刚刚好,这是所有歌里最无力无奈的一首，没有演员的决裂冷淡，没有绅士的进退有度，没有方圆几里的执着，没有其实的歇斯底里，没有……有种后知后觉的撕心裂肺，连唱腔都隐隐作痛，我们的爱情到这刚刚好，不够我们拥抱就挽回不了。by微博谦友评论,39377
722013,绯色月下、狂咲ノ絶 -1st Anniversary Remix-(原曲:U.N.オーエンは彼女なのか?),我会告诉你这是我的跑步曲吗？就像后面有鬼在追一样…跑得可快了→_→……而且根本停不下来-_-,39276
33715027,Let's not fall in love,这首歌重新让我认识了什么叫开口跪🙌,39269
29307038,Centuries,果断觉得国内的歌曲太不适合我了。,39258
28859948,Turnin',歌词我重新翻译了一遍。。（因为觉得原先的不太好）希望大家喜欢[呲牙][呲牙][呲牙],39220
28029509,咱们结婚吧,9月3号就结婚了，祝福我吧！好人一生平安，,39140
1791490,Le Papillon,Papillon！高二学习的动力！电影也很励志！如今我已成功考进牛伊斯特大学，恭喜我吧[憨笑],39012
16823382,Who Let The Dogs Out,我到底干了什么网易会给我推荐这个[大哭][大哭][大哭][大哭],39011
30394763,晴天,相识六年，暗恋三年，异地千里。我还有一年时间毕业，头两天相见，她告诉我她毕业后就快要结婚了，我大笑着摸她的头说红包我就不回来给了，以后我不打算回这个城市了。          她永远不知道我从前从前爱她好久好久。           我不是没勇气，只是深知自己不够优秀。      谢谢你和我爱你的这好几年,39007
25788001,其实都没有,我结婚的时候你一定要来，不然没有新娘我会很尴尬。,38976
17538867,The Mass,枇杷露，枇杷露咧？  枇杷露没事啊！枇杷露没事啊？,38835
399354289,不说再见,仗着嗓音条件好，仗着人气高，就如此任性，如此高产，亚洲第一女团的地位稳固如山。,38782
27804029,走在冷风中,刚想听，就出现在推荐里了。我喜欢了她三年，默默关注她这三年里的喜怒哀乐，今年2月我当个朋友出现她的世界里，小心翼翼的爱着她的一切，我还记得那些时间，跟她分享我的快乐，骄傲，和难过。今年4月，我鼓起勇气向她表白，她说我在开玩笑，我说我认真的。她说我们认识太短了。我说我喜欢了你3年了。,38764
29734857,Cornfield Chase,寄蜉蝣于天地，渺沧海之一粟。哀吾生之须臾，羡长江之无穷。,38756
287035,遇见,那天我约你跑步，可能也就我这种傻子才会约女生晨跑，一夜没睡，五点就在你家楼下站，你八点才下来，说睡过头了。我笑着说，没关系。,38697
27583305,Here With You,夜未央，乐未殇。翻译都是中文八级。,38662
418603077,告白气球,明明很夏天很清新的歌啊 不受控制竟然听哭了 时间似乎倒转回那个有七里香有园游会有简单爱有骑着山地车带着风的气息的少年 曲终才发现时间已经走了这么远。,38586
139774,The truth that you leave,上个月你结婚了，新娘和你很般配，嗯。你从当年的小男生长成了大男孩。亲她的时候，我突然想起高二那个中午，你偷亲我，你不知道的是，其实当时我没有睡着。现在我也有了女朋友，准备明年结婚了，祝彼此幸福。,38577
5051245,Battle Without Honor or Humanity,我怎么听着这音乐走路的姿势都和以前不一样了？。。。,38460
28892408,我的天空,抄袭了hall of fame 但也重新了进行了编曲 有自己的特色 里面融合了沧桑沙哑的成熟男声和稚嫩小男生的嗲嗲声 有创新.我是先听到这首歌 后听hall of fame.这首歌给我的激励比原作更多.听感更好,38433
27706564,The Fox,狐狸怎么叫？＂大楚兴，陈胜王。＂,38378
94639,相依为命,当年的古惑仔现在一个个都好男人了，现在满屏幕的小清新都出轨和在出轨的路上了。,38376
5308028,My Soul,高三那年，老爸在外打工，老姐在上大学，老妈经常加班到晚上十二点回来，每天，我和同村的几个小伙伴奔波在回家的路上，有笑有泪，冻僵的手每次连门都很难打开，洗着压水机的地下水，伴着这首歌入睡，迷迷糊糊听到老妈电动车的声音，她轻手轻脚来我房间看我睡没有，一段苦难的岁月，让我至今念念不忘。,38358
29947420,Fade,有些歌听个开头就知道是纯音乐，因为你知道，这些歌不应该被填词[可爱][可爱],38267
69827,太多,被电视剧《穿越时空的爱恋》选作片头曲 被电视剧《乌龙闯情关》选作片尾曲 被电视剧《新蜀山剑侠》选作主题曲 被电视剧《倩女幽魂》（大s版）选作插曲 被电视剧2007年版《新聊斋志异2》选作主题曲,38211
28402345,Time Machine,封面的意思是“不约，叔叔我们不约”,38165
167975,曾经的你,高中去修掉进马桶里的手机，师傅凌乱的工作台上放着几张许巍CD 整整一下午，夏天闷热的小房间就放着许巍，而我却感觉是在远方旅行了一趟。,38147
35470197,一次就好,看豆瓣差评说，这部电影侮辱了女权主义三观不正。可是现实生活中又有多少女的为了一个男的爱的死去活来，又有多少人是三观正的。并不用为了一部喜剧片上纲上线，大家都是成年人，价值观和世界观早就构建好了，一部电影就能影响你重塑价值观吗。笑笑就好了[憨笑],38119
28643004,Miss You Tonight,同一首歌，有的人听了想去酒吧，有的人听了想去丽江，有的人听了想要结婚，有的人听了只想发给另一个人,38082
30064263,Spectre,通过小音箱放这嗨曲，结果，鞋子没卖出去一双，都问我音响多少钱[流泪],37950
418602085,英雄,方文山：我没玩过 你写吧[大哭],37894
30431376,易燃易爆炸,张悬是大海，雷光夏是星空。陈绮贞是太阳，曹方是风。陈粒呢？陈粒是火和光。,37885
276294,相思,难得只有我觉得电视剧剧本十分的好啊，如来下凡，三界被占，还要哪个电视剧的想象敢如此天马行空，失败的只不过是重复的武打动作，但是小时候我根本不介意，你们呢。,37869
31814005,Are You OK,谢谢大家的支持   are you ok?,37850
33911781,secret base ~君がくれたもの~ (10 years after Ver.),“面码最喜欢仁太了 是想当仁太媳妇的那种喜欢哟”,37842
586299,風の住む街,突然很好奇为什么这首曲子会取名《风居住的街道》，那是一座空的街道么，或者，而其实风是空的。不羁的风，随心所欲，穿街而过，大喜大悲，荣光失意，风过后，一切皆成过往。空的街道或者空的风都不重要，如果你的心上住着一个明媚，住着一个明天。笃定成全了自由。,37683
4940920,Butter-Fly,80，90对孩子来说，中国电视上的节目最丰富的黄金年代！,37664
25713016,Jar Of Love,俺拿得伞玩，俺拿得伞伞[大哭][大哭][大哭][大哭],37593
28639182,Try,一定要看这歌的MV ,37564
38576323,春风十里,下周末要考博了，白天上班，晚上回来觉得看书是一种享受，困了也得挺住，祝我成功！,37519
1491585,Traveling Light,这么好的歌，我却听到流泪。不为了别的，只为我逝去的哥哥。不知道在分开的这段时间你发生了什么，让你走上了轻生的路，结束了你才二十九的年轻的生命。我只想对你表达思念。不管遇到什么，你如果能如歌词所说，轻装前行，那该多好。我们可以一起听好听的歌，而不是我自己在这里听着歌流泪痛哭。,37451
94639,相依为命,12岁初中遇见了你，一见倾心。 13岁我说喜欢你，你说我们年龄还小。 15岁互有好感，可惜毕业失联。 光阴似箭，日月如梭。 23岁我们终于在一起，绕了一大圈回到原点。 十几岁的感情，并不都代表着幼稚和叛逆， 而是过早的幸运遇到了对的人。 还有23天，你即将成为我的妻子。 余生相依为命，请多多指教。,37438
